smiles,uM_value,pchembl_value
Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Nc3ccc4c(c3)OCO4)cc2)no1,13.35,4.88
CCN(CC)c1ccc(NC(=O)Cn2cc3c(n2)CCC(C)C3)c(C)c1,6.41,5.19
CCc1c(O)nc(SCC(=O)Nc2ccc3c(c2)CCC3)nc1O,8.08,5.09
CCOC(=O)c1c(NC(=O)CSc2nnc(C)c(O)n2)sc2c1CCC2,7.77,5.11
Cc1cc(O)nc(SCC(=O)Nc2ccc(Br)cc2)c1C#N,1.48,5.83
Cc1ccc(-c2csc(NC(=O)C3CC=CCC3C(=O)O)c2C(=O)OC(C)C)cc1,9.13,5.04
O=C(O)C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,48.15,4.32
O=C(O)CC12CC3CC(C1)CC(n1ncc(NCc4ccc(F)cc4)c(Cl)c1=O)(C3)C2,54.03,4.27
CCOC(=O)c1c(NC(=O)C2C3C=CC(CC3)C2C(=O)O)sc(C)c1CC,13.22,4.88
O=C1C(C2=NC(C(=O)O)C3C(=O)N(c4ccc(Cl)cc4)C(=O)C23)=C(O)c2ccccc21,71.61,4.14
Cc1ccc(-c2[nH]nc3c2C(c2ccoc2)C(C#N)=C(N)O3)cc1C,3.65,5.44
C=CCN1C=CC(=C/C=C(/C#N)C(=O)OCC)C=C1,72.55,4.14
Cc1cc(NC(=O)CCN2C(=O)C3C4CCC(C4)C3C2=O)c(C)cc1Br,13.65,4.87
COc1ccc(NC(=O)CSc2nc(O)cc(=O)n2C)cc1,2.59,5.59
Cc1cccc(C)c1NC(=O)CSc1[nH]cnc2ncnc1-2,39.9,4.4
Cc1ccccc1Nc1nnc(SCC(=O)NC(=O)NCc2ccco2)s1,25.07,4.6
CC1CCc2c(sc(Nc3nc4c(F)cccc4s3)c2C(N)=O)C1,17.98,4.75
c1ccc(-c2nc(Sc3ncnc4c3cnn4-c3ccccc3)n[nH]2)cc1,64.84,4.19
O=C(Nc1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1)c1cccs1,30.67,4.51
COc1ccc(-c2cc(=O)oc3cc(OC(C)C(=O)O)ccc23)cc1,43.89,4.36
COc1ccc2c(c1OC)C(=O)OC2Nc1nc(-c2cc3ccccc3oc2=O)cs1,5.03,5.3
Cc1csc(SC(C)C(=O)Nc2ccc(Cl)cn2)n1,6.63,5.18
COc1cc(NC(=O)C2CC=CCC2C(=O)O)c(OC)cc1Cl,5.4,5.27
Cc1ccc(-n2c(SCC(=O)OC(C)C)nnc2-c2ccco2)cc1,31.21,4.51
N#Cc1ccsc1NC(=O)CSc1nc[nH]n1,10.66,4.97
CC1SCC(=O)N(CC(=O)Nc2ccc3c(c2)OCO3)C1=O,29.37,4.53
CCOc1ccc(Nc2nc(Cc3nnc(SCC(=O)O)o3)cs2)cc1,7.08,5.15
Nc1[nH]ncc1-c1ccc(Cl)cc1,38.19,4.42
Cc1noc(NS(=O)(=O)c2ccc(NC(=O)Nc3ccc(Cl)c(Cl)c3)cc2)c1C,9.03,5.04
Cc1ccc(C)c(NC(=O)C2CC=CCC2C(=O)O)c1,18.56,4.73
Cc1cccc(C(=O)NC(=S)NNC(=O)COc2c(C)cccc2C)c1,59.1,4.23
O=[N+]([O-])c1cccc(-c2cc(O)n[nH]2)c1,6.99,5.16
Cc1cc(C(=O)OCC(=O)N2CCC(C)CC2)c(C)o1,15.26,4.82
CCN(CC)c1ccc(NC(=O)CSc2ccsc2[N+](=O)[O-])c(C)c1,1.9,5.72
CCc1nnc(NS(=O)(=O)c2ccc(NC(=O)/C=C/c3ccc(OC)cc3OC)cc2)s1,7.96,5.1
CCOc1ccc(N2C(=O)CC(Sc3n[nH]c(-c4ccccc4)n3)C2=O)cc1,11.09,4.96
O=C1C2CC=C(Cl)CC2C(=O)N1CCCCCCN1C(=O)C2CC=C(Cl)CC2C1=O,37.25,4.43
O=C(c1cn[nH]c1)c1cc(F)ccc1O,20.92,4.68
CCCCCC(=O)NNC(=S)NC(=O)c1cccc([N+](=O)[O-])c1,24.42,4.61
O=C(NCC1COc2ccccc2O1)C1C2C=CC3(CN(Cc4cccs4)C(=O)C13)O2,7.96,5.1
CSc1ccc(Cl)c(C(=O)OCC(=O)NCc2ccco2)c1,49.86,4.3
O=C(NCC1CCCO1)c1sc(=S)n2c1[nH]c(=O)c1ccc(C(=O)N3CCCCC3)cc12,65.43,4.18
CC(C)S(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(-c4ccccc4)o3)C(=N)N21,12.61,4.9
O=C(Nc1cc(N2CCOCC2)ncn1)NC1(C(F)(F)F)Oc2ccc(Cl)cc2O1,32.43,4.49
Sc1n[nH]c(C2CCCCC2)n1,13.82,4.86
O=C(O)C1CCN(c2nc(-c3ccccc3)nc3c2oc2ccccc23)CC1,30.11,4.52
Cc1cc(C)cc(NC(=O)CSc2ncc(S(=O)(=O)c3ccccc3)c(O)n2)c1,11.86,4.93
O=C(Cc1ccsc1-c1ccccc1)NO,43.41,4.36
O=C(Nc1nccs1)c1ccc(NC(=O)C2CC=CCC2C(=O)O)cc1,23.24,4.63
CCOC(=O)c1c(NC(=O)C2C3C=CC(C3)C2C(=O)O)sc2c1CC(C)CC2,10.14,4.99
Cc1oc(C(C)(C)C)cc1C(=O)NC(Cc1ccccc1)C(=O)O,12.74,4.89
COC(=O)c1ccc(Cl)c(NC(=O)CSc2nc[nH]n2)c1,35.06,4.46
O=C(CSc1nnc(NC2CCCCC2)s1)NN1C(=O)NC2(CCCCC2)C1=O,10.46,4.98
CCN(CC)c1ccc(NC(=O)COC(=O)c2cccs2)cc1.O=S(=O)(O)O,15.71,4.8
CCCc1n[nH]c2c1C(CCc1ccccc1)C(C#N)=C(N)O2,55.69,4.25
NC(=O)c1c(N=C(S)Nc2ccc(F)cc2)sc2c1CCCC2,91.95,4.04
N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2C1c1cccnc1,60.38,4.22
Cc1cc(C)c(C#N)c(SCC(O)CS(=O)(=O)Cc2ccccc2)n1,31.45,4.5
CCOC(=O)CCP(=O)(O)C(O)c1ccc(OC)cc1,8.59,5.07
CCNC(=O)NC(=O)C(C)Sc1ccc2c(c1)OCCO2,7.93,5.1
CCSC1=NSC2=NC(=O)/C(=C\c3cccs3)C(=N)N12,19.99,4.7
CC(Sc1nc2ccccc2s1)C(=O)Nc1nnc(C(C)C)s1,2.84,5.55
COc1ccc(NC(=O)C(CC(=O)O)Cc2ccccc2)cc1,28.15,4.55
O=Cc1cc(N=Nc2cccc(C(=O)O)c2)ccc1O,51.48,4.29
CSCCC(NS(=O)(=O)c1ccc2nc(O)c(O)nc2c1)C(=O)O,6.94,5.16
O=C(NCc1cccs1)N[C@@H](Cc1ccccc1)C(=O)O,57.62,4.24
CCOC(=O)Cn1c(=S)[nH]c2c(oc3ccc(Cl)cc32)c1=O,19.49,4.71
Cc1ccc(-c2cccc(NC(=O)C3C4C=CC(C4)C3C(=O)O)c2)o1,3.86,5.41
COc1ccc(NC(=O)CSc2nc[nH]n2)c([N+](=O)[O-])c1,16.97,4.77
Cc1cccc(N2CCN(C(=O)c3ccccc3NC(=O)C3CC=CCC3C(=O)O)CC2)c1,19.1,4.72
Sc1n[nH]c(-c2ccco2)n1,11.03,4.96
COc1ccc(Cc2nnc(NS(=O)(=O)Cc3ccccc3)s2)cc1,6.34,5.2
O=C(O)COc1ccc(Br)cc1/C=C1/SC(=O)N(CC(=O)N2CCCC2)C1=O,34.78,4.46
Cn1ccnc1Sc1nc2ccccc2nc1NS(=O)(=O)c1ccccc1,29.16,4.54
O=C(O)/C=C/C(=O)Nc1ccc(Oc2ccc(NC(=O)/C=C/C(=O)O)cc2)cc1,14.79,4.83
O=C(O)/C=C/C(=O)Nc1ccccc1C(=O)OCC(=O)c1ccc2c(c1)OCCO2,36.87,4.43
Cc1cccc(C(=O)NC(=S)NNC(=O)Cc2ccccc2)c1,56.57,4.25
CCN(CC)S(=O)(=O)N1CCC(C(=O)NCC2COc3ccccc3O2)CC1,11.3,4.95
COc1ccc(-n2c(SC)nc(=O)c(Cc3ccccc3)c2O)cc1,45.96,4.34
Cc1ccc(NC(=O)CSc2nc(O)c3c(n2)CCC3)cc1C,5.9,5.23
CCOc1ccc(NC(=O)C2CC(C)=C(C)CC2C(=O)O)cc1,21.27,4.67
Cc1ccc(NC(=O)CSCc2nc(O)c3nnn(Cc4ccc(F)cc4)c3n2)c(C)c1,2.06,5.69
OC1(c2cn(Cc3ccccc3)nn2)CCCCC1,61.53,4.21
CC(/C=C1\SC(=O)N(CCCC(=O)O)C1=O)=C\c1ccccc1,15.84,4.8
CCCCCC(=O)NNC(=S)NC(=O)c1ccc([N+](=O)[O-])cc1,49.24,4.31
Cc1cc(C(=O)O)ccc1-c1ccc(/C=C2\NC(=O)N(Cc3ccccc3Cl)C2=O)o1,13.56,4.87
CCOC(=O)c1c(NC(=O)C2C3CCC(O3)C2C(=O)O)sc(C)c1-c1ccc(C)cc1,6.69,5.17
Cc1cccc(NC(=O)CSc2nnc(-c3ccco3)c(-c3ccco3)n2)c1C,20.56,4.69
COc1ccc(CNC(=O)Cc2c(C(=O)O)[nH]c3ccccc23)cc1,35.65,4.45
Cc1ccc(O)c(C(=O)c2coc(=N)c(C(=O)NC(C)C)c2)c1,4.66,5.33
Cc1ccc(OCc2ccc(C(=O)O)o2)c([N+](=O)[O-])c1,31.77,4.5
N#CC1=C(N)Oc2nc(-c3ccccc3)[nH]c2C1c1cccnc1,66.57,4.18
CC1=C(C)CC(C(=O)NNC(=O)c2csc3c2CCC(C(C)(C)C)C3)C(C(=O)O)C1,8.98,5.05
O=C(NNC(=O)C1CC2CCC1C2)c1sc2ccccc2c1Cl,68.1,4.17
Cc1noc(NS(=O)(=O)c2ccc(N/C=C\C(=O)c3ccc4c(c3)OCO4)cc2)c1C,13.93,4.86
O=C(O)CCCCCNC(=O)Nc1ccc2c(c1)OCCO2,5.51,5.26
Cc1ccc(OCC(=O)Nc2ccc(O)c(C(=O)O)c2)cc1C,19.53,4.71
CCOc1c(Br)cc(CNc2nc[nH]n2)cc1OC,22.71,4.64
CCOC(=O)c1ccc(NC(=O)CN2C(=O)CSCC2=O)cc1,41.84,4.38
Cc1c(O)n(-c2ccccc2)c(SCC(=O)Nc2ccc3c4c(cccc24)CC3)nc1=O,5.11,5.29
CSC1=NSC2=NC(=O)/C(=C\c3cccs3)C(=N)N12,32.24,4.49
Cc1ccc(C)c(NC(=O)C2CC(Cl)=CCC2C(=O)O)c1,18.55,4.73
CC(C)(C)c1ccc(C(=O)CSc2nc[nH]n2)cc1,46.03,4.34
O=C(NC(Cc1ccc2c(c1)OCO2)C(=O)NC(Cc1ccccc1)C(=O)O)c1ccccc1,19.67,4.71
COC(=O)c1cc(NC(=O)C2CC=CCC2C(=O)O)cc(C(=O)OC)c1,28.62,4.54
Cc1cccc(Nc2nnc(SCC(=O)Nc3ccc(C(=O)O)cc3)s2)c1,24.27,4.62
CC1CCC2(CC1)NC(=O)N(CC(=O)Nc1ccc3c(c1)OCCO3)C2=O,13.85,4.86
O=C(CSc1nc[nH]n1)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,82.52,4.08
COc1ccc(CCNC(=O)c2ccc3c(SCC(=O)O)c4c(nc3c2)CCCC4)cc1OC,23.34,4.63
COc1ccc(-c2[nH]ncc2/C=C(\C#N)C(=O)NC2CC2)cc1,36.88,4.43
Nc1n[nH]c(N)c1N=Nc1ccc(Cl)cc1,12.46,4.9
COc1ccc(CNC(=O)C2CC(C)=C(C)CC2C(=O)O)cc1,43.74,4.36
Cc1c(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C,68.08,4.17
COC(=O)c1c(NC(=O)C2C3CCC(O3)C2C(=O)O)sc2c1CCCCCC2,48.91,4.31
CCOC(=O)C(CSCC(=O)c1ccc(Br)cc1)NC(=O)OC(C)(C)C,62.21,4.21
Cc1ccccc1C(=O)NCC(=O)NNC(=S)NC(=O)c1ccccc1,47.44,4.32
COc1ccc2sc(N3C(=O)C4CC=C(C)CC4C3=O)nc2c1,34.98,4.46
COC(=O)c1c(NC(=O)C2C3C=CC(CC3)C2C(=O)O)sc(C)c1C,18.97,4.72
O=C(NCc1ccco1)C(=O)c1cn(CC(=O)N2CCCC2)c2ccccc12,73.32,4.13
COc1ccc(/C(C)=C2\SC(=S)N(CCC(=O)O)C2=O)cc1,30.07,4.52
Cc1ccc(-n2c(C)cc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2C)cc1,25.42,4.59
CCOc1ccc(NC(=O)Cc2ccccc2)c([N+](=O)[O-])c1,2.92,5.54
COc1cc(NS(=O)(=O)c2ccc(NC(=O)CSC3=NCCS3)cc2)nc(OC)n1,2.12,5.67
CCCSc1nnc(NC(=O)c2nc(SC)ncc2Cl)s1,34.18,4.47
COc1cc(/C=C2\C(=O)NC(=O)N(CCc3ccc(F)cc3)C2=O)ccc1O,15.83,4.8
CC1(C(=O)O)CCC(C(=O)Nc2ccc3ccccc3c2)C1(C)C,12.46,4.9
Cc1ccc(C(=O)CSc2nc[nH]n2)cc1,50.49,4.3
CCOc1cccc(-c2cc(O)[nH]n2)c1,1.25,5.9
Oc1cc(O)c2sc3nc(-c4cccnc4)cc(C(F)(F)F)c3c2n1,58.16,4.24
O=C(CN1C(=O)c2ccccc2C1=O)NCC1COc2ccccc2O1,15.59,4.81
Cc1ccc(-c2c(C)sc(NC(=O)C3C4CCC(O4)C3C(=O)O)c2C(=O)OC(C)C)cc1,7.67,5.12
Cc1ccc(S(=O)(=O)Nc2nc3c(s2)C(=O)CC(C)(C)C3)cc1,94.41,4.03
N#CC1=C(N)Oc2[nH]nc(-c3ccc(F)cc3)c2C1c1cccnc1,61.25,4.21
Oc1cc(-c2cccc3ccccc23)[nH]n1,2.9,5.54
C=CCn1c(N)cc(=O)nc1SCC(=O)Nc1ccc2ccccc2c1,5.68,5.25
CSCCC(NC(=O)c1c(C)oc2c1CCCC2)C(=O)O,35.93,4.45
O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1c[nH]cn1,28.29,4.55
COc1ccc(NC(=O)CC2COc3ccccc3O2)c(OC)c1,7.18,5.14
CCN(CC)CC(=O)c1ccc(-c2ccccc2)cc1,60.16,4.22
Cc1ccc(NC(=O)CSc2ncccc2C(=O)Oc2cccc([N+](=O)[O-])c2)cc1Cl,32.01,4.5
Cn1c(=S)[nH]c2c(c1=O)C(C)(C)Cc1ccccc1-2,1.9,5.72
COc1ccc(NC(=O)Nc2ccc3oc(C)nc3c2)cc1,14.81,4.83
O=C(Nc1nnc(SCC(=O)N2CCCCC2)s1)c1cccs1,30.39,4.52
Cc1c(O)c([S+]([O-])c2ccccc2)c(=O)n(-c2ccccc2)c1-c1ccccc1,15.06,4.82
Cn1c(O)cc(=O)nc1SCC(=O)Nc1cccc2ccccc12,7.59,5.12
N=C1S/C(=C\c2ccc(-c3ccccc3C(=O)O)o2)C(=O)N1c1ccc2c(c1)OCO2,29.01,4.54
CCc1cccc(NC(=O)CSCc2cc(O)[nH]n2)c1,25.91,4.59
CCOc1ccc(N2C(=O)CC(SCCN)C2=O)cc1.Cl,23.63,4.63
CCc1ccc(-c2nn(Cc3ccccc3)cc2/C=C/C(=O)O)cc1,31.5,4.5
CN(C)c1ccc(N=Nc2ccccc2C(=O)OCC(=O)N2CCCC2)cc1,9.23,5.04
CCOc1ccc(Nc2nc(Cc3nnc(SCC(=O)NCc4ccco4)n3CC)cs2)cc1,28.11,4.55
Cc1c(O)n(-c2ccc(F)cc2)c(SCC(=O)Nc2ccc3c4c(cccc24)CC3)nc1=O,6.36,5.2
Cc1ccc(SCC2=NNC(=O)C2)cc1,1.77,5.75
CCOC(=O)/C(C#N)=C\C=C1C=CN(C)C=C1,90.01,4.05
Cc1cccc(C)c1NC(=O)CSCC(=O)c1ccc(O)c(O)c1,20.86,4.68
CCOC(=O)c1c(-c2ccc(C)cc2)csc1NC(=O)C1CC=CCC1C(=O)O,4.8,5.32
O=C(CSc1ncccc1C(=O)O)NCCC1=CCCCC1,29.16,4.54
Cc1cc(/C=C(\C#N)C(=O)NCc2ccco2)c(C)n1-c1ccc(C(=O)O)cc1,41.06,4.39
Cc1occc1C(=O)Nc1sc2c(c1C(N)=O)CCCCC2,54.56,4.26
CCOc1cc(/C=C(/C#N)c2nc3ccccc3[nH]2)ccc1OCc1ccc(C(=O)O)o1,9.14,5.04
O=C(O)CC12CC3CC(C1)CC(n1ncc(NCc4ccc(F)cc4Cl)c(Cl)c1=O)(C3)C2,32.13,4.49
Cc1c(O)ccc(-c2[nH]ncc2-c2nc3ccccc3s2)c1O,6.97,5.16
CCOC(=O)c1sc(NC(=O)CSc2nc[nH]n2)c(C#N)c1C,72.96,4.14
C=CCSc1nnc(NC(=O)c2nc(SCC)ncc2Cl)s1,10.79,4.97
CCc1ccc(NC(=O)C2CC=CCC2C(=O)O)cc1,3.48,5.46
O=C(O)C1CC=CCC1C(=O)Nc1cccc(F)c1,14.58,4.84
CCOc1ccccc1Nc1nnc(SCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)s1,7.81,5.11
Cc1cccc(C)c1NC(=O)CSc1nnc(-c2ccco2)c(-c2ccco2)n1,18.92,4.72
CCn1c2ccccc2c2cc(NC(=O)CSc3nccc(O)n3)ccc21,1.41,5.85
CCOC(=O)C1=C(Nc2ccc(C)cc2)S/C(=C\c2ccc(OCC(=O)O)c(OCC)c2)C1=O,15.56,4.81
Nc1n[nH]c(Nc2ccc(Cl)cc2)n1,6.6,5.18
Cc1nc(SCC(=O)Nc2ccc3c(c2)OCCO3)nc(C)c1C,43.54,4.36
O=C1NC(=O)N(Cc2ccccc2)C(=O)/C1=C\c1ccco1,62.31,4.21
O=C(CSc1ccccc1C(=O)O)NCc1ccc(Cl)cc1,17.37,4.76
CC1CCCCN1C(=O)CSc1nc(O)cc(-c2ccccc2)n1,63.51,4.2
CC(=O)c1ccc(OCCCC(=O)n2nnc3ccccc32)cc1,61.88,4.21
COc1cc(CNc2nc[nH]n2)cc(Br)c1OC,8.2,5.09
Cc1cc(C=C2C(=O)c3ccccc3C2=O)c(C)n1-c1cccc(C(=O)O)c1,18.57,4.73
CCOC(=O)CSc1nc(O)c2sc(=S)n(-c3ccccc3)c2n1,35.64,4.45
Cc1ccc(-c2[nH]nc3c2C(c2cccnc2)C(C#N)=C(N)O3)cc1,25.77,4.59
Cc1cc(O)nc(SCC(=O)Nc2ccccc2C#N)c1C#N,13.9,4.86
CCOc1ccc(OCc2cccc(C(=O)O)c2)cc1,24.77,4.61
O=C(NC(=S)NNC(=O)c1ccccc1Cl)c1cccnc1,82.01,4.09
CCOC(=O)COc1ncn(-c2ccccc2)n1,13.92,4.86
Cc1ccc(Nc2cnn(C34CC5CC(CC(CC(=O)O)(C5)C3)C4)c(=O)c2Cl)cc1,44.08,4.36
O=C(O)CCc1nnc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1O,6.64,5.18
CC1(C(=O)O)CC(C)(C(=O)O)CC(C)(C(=O)O)C1,58.69,4.23
Cc1cccc(NC(=O)CSc2nc(O)c3c[nH]nc3n2)c1,3.88,5.41
CCCCCCCCc1n[nH]c(SC(C)C(=O)O)n1,5.32,5.27
COc1ccc(/C=C2\SC(NS(=O)(=O)c3cccs3)=NC2=O)cc1,31.04,4.51
O=C(NN1C(=O)CSC1=S)C(=O)NN1C(=O)CSC1=S,20.5,4.69
O=C(NCCc1c[nH]c2ccccc12)OCCSS(=O)(=O)[O-].[Na+],21.8,4.66
CC(C)(C)OC(=O)[C@H]1[C@H](c2ccc([N+](=O)[O-])cc2)C2(C(=O)c3ccccc3C2=O)C2c3ccccc3C=NN21,2.23,5.65
CCN(CC)c1ccc(NC(=O)CSc2nnc(N)s2)cc1C,5.57,5.25
O=C(c1cnn(C(=O)c2ccccc2)c1)c1ccccc1O,72.56,4.14
O=C(CCc1ccccc1)NNC(=S)NC(=O)c1ccccc1,41.31,4.38
OC1=C2C(=Nc3nc(S)nc(O)c3C2c2ccc(Br)cc2)CCC1,16.68,4.78
CC(C)c1ccc(C(=O)CSc2nc[nH]n2)cc1,33.03,4.48
COc1ccc(OC)c(NC(=O)[C@H]2CC=CC[C@H]2C(=O)O)c1,18.49,4.73
CCc1nnc(NC(=O)C(C)Sc2ccccc2)s1,3.57,5.45
COc1ccc(-c2cc(O)[nH]n2)cc1OC,7.86,5.11
CC1CC(=O)N(CC(=O)Nc2ccc3c(c2)OCO3)c2ccccc2S1,21.92,4.66
O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)NCC1COc2ccccc2O1,2.19,5.66
COc1ccc(C(C)(C)C)cc1NC(=O)C1CC=CCC1C(=O)O,3.05,5.52
Cc1cccc(C(=O)NC(=S)NNC(=O)c2ccccc2Cl)c1,57.97,4.24
Cc1ccc(S(=O)(=O)CCSc2cccc(C(=O)Nc3ccccc3C(=O)O)c2)cc1,9.59,5.02
Cc1cc(C)c(NC(=O)CN2C(=O)NC3(CCCCC3)C2=O)c(C)c1,19.54,4.71
Nc1n[nH]c(SCC(=O)Nc2ccc3c(c2)CCC3)n1,45.16,4.34
CCOC(=O)CC(=O)CSc1nc(O)c2sc(=S)n(-c3ccc(OCC)cc3)c2n1,26.42,4.58
COc1ccccc1N1CCN(C(=O)CSc2nc(O)cc(-c3ccccc3)n2)CC1,15.99,4.8
CC1(C)[N+]([O-])=CC(c2cccs2)=[N+]1[O-],22.69,4.64
COC(=O)c1ccc(C)c(NC(=O)CN2C(=O)c3ccccc3S2(=O)=O)c1,10.03,5.0
Cn1c(C(=O)O)c(CC(=O)NCC2COc3ccccc3O2)c2ccccc21,15.67,4.8
NC(CSc1nc(-c2ccccc2)c(-c2ccccc2)o1)=NO,7.64,5.12
O=C(O)CCc1nnc(SCC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)nc1O,2.82,5.55
O=C(/C=C/c1ccco1)Nc1cc(Cl)ccc1C(=O)O,74.35,4.13
COc1ccccc1NC(=O)CC1COc2ccccc2O1,5.29,5.28
CCOC(=O)c1c(NC(=O)C2C3C=CC(C3)C2C(=O)O)sc2c1CCC(CC)C2,7.67,5.12
O=C(NC(=S)NNS(=O)(=O)c1ccccc1)c1cccnc1,43.87,4.36
COc1ccc(Nc2nnc(SCC(=O)/C=C3/N(C)c4ccccc4C3(C)C)s2)cc1,21.06,4.68
Cc1sc(NC(=O)C2CC(Cl)=CCC2C(=O)O)c(C#N)c1C,1.73,5.76
COc1ccc(-n2c(SCC(=O)Nc3ccc(C(=O)O)cc3)nnc2-c2cccs2)cc1,14.47,4.84
O=C(O)C1CCCCC1C(=O)Nc1ccc2c(c1)CCC2,9.16,5.04
COc1ccc(N2Nc3[nH]nc(N)c3N2)cc1,10.37,4.98
COc1ccc(NC(=O)CN2C(=O)CSC(C)C2=O)cc1,3.83,5.42
CCOC(=O)C1=C(Nc2ccc(OC)cc2)S/C(=C\c2ccc(OCC(=O)O)c(OCC)c2)C1=O,21.29,4.67
O=C(O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,21.43,4.67
CC(=O)c1c(C)oc2ccc(NS(=O)(=O)c3ccc(O)c(C(=O)O)c3)cc12,9.78,5.01
CC(=O)NNC(=S)NC(=O)c1cccc([N+](=O)[O-])c1,45.82,4.34
CCOc1ccc(NC(=O)CSc2nc(C)cc(C)n2)cc1,4.3,5.37
Cc1cc(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)n1,7.15,5.15
Cc1ccc(NC(=O)c2cc(NC(=O)CCC(=O)O)ccc2N2CCCCC2)cc1,11.76,4.93
COc1ccc(NC(=O)CN2C(=O)C(C)SC(C)C2=O)cc1,12.17,4.92
O=C(O)CCC(=O)Nc1sc2c(c1C(=O)Nc1cccc3ccccc13)CCCCC2,50.96,4.29
O=C(O)C1CC=CCC1C(=O)Nc1ccccc1Cl,11.97,4.92
CCOc1ccc(NC(=O)Nc2cccs2)cc1,3.22,5.49
Cc1ccc(-c2[nH]nc3c2C(c2ccsc2)C(C#N)=C(N)O3)cc1,11.25,4.95
CC(=O)NS(=O)(=O)c1ccc(/N=c2\ssc3c2-c2ccc(C)cc2NC3(C)C)cc1,2.6,5.58
O=C(O)c1ccc(/C=N/NC(=O)c2cc(-c3ccc4c5c(cccc35)CC4)[nH]n2)cc1,26.78,4.57
CC(=O)NS(=O)(=O)c1ccc(/N=c2\ssc3c2-c2cc(C)c(C)cc2NC3(C)C)cc1,3.72,5.43
COc1cc(/C=N/Nc2ccc(Cl)c(C(=O)O)c2)ccc1OC(=O)c1ccco1,48.84,4.31
COc1ccc2c(c1)c(C(=O)N/N=C/c1ccc(O)c(O)c1)c(C)n2C,29.69,4.53
COc1cccc2c(SCC(=O)N/N=C/c3ccc(O)c(O)c3)cc(C)nc12,16.18,4.79
CN1C2CCC1/C(=C/c1cccn1C)C(=O)/C2=C\c1cccn1C,51.88,4.29
CCOc1cc(/C=C2\S/C(=N\c3ccccc3)N(c3ccccc3)C2=O)ccc1OCC(=O)O,31.26,4.5
CSc1ccc(N/N=C(/C#N)S(=O)(=O)C(C)(C)C)cc1,30.64,4.51
Cc1ccc(/N=C2\S/C(=C\c3cn(CC(=O)O)c4ccccc34)C(=O)N2C)cc1,11.42,4.94
O=C(CSc1nc(O)c2ccccc2n1)c1ccc(O)c(O)c1,12.98,4.89
O=C(Nc1nc(=O)[nH]s1)c1ccccc1,18.13,4.74
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.53,5.82
CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,53.45,4.27
Sc1nc(-c2ccccc2)nn1-c1ccccc1,11.45,4.94
Cc1[nH]n(-c2ccccc2)c(=O)c1Sc1ccc(Cl)cc1,37.42,4.43
CCc1nnc(NS(=O)(=O)c2ccc(/N=C/c3c(C)[nH]n(-c4cccc(Cl)c4)c3=O)cc2)s1,11.35,4.95
COc1nccnc1NS(=O)(=O)c1ccc(/N=C/c2c(C)[nH]n(-c3ccccc3)c2=O)cc1,34.95,4.46
CN1C(=O)/C(=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)S/C1=N\c1ccc(Cl)c(C(=O)O)c1,6.24,5.21
COc1cccc(/C=N/NC(=O)CC2C(=O)NN=C2C)c1O,92.06,4.04
O=C(N/N=C/c1coc2ccccc2c1=O)c1cccc([N+](=O)[O-])c1,35.23,4.45
CN(C)c1ccc(/C=N/NC(=O)c2nonc2N)cc1[N+](=O)[O-],56.07,4.25
CCOc1ccc(C2C(C(=O)Nc3ccccc3)=C(C)N=c3s/c(=C/c4cccc(OCC(=O)O)c4)c(=O)n32)cc1,5.95,5.22
Cc1cc(/C=N/Nc2ccc([N+](=O)[O-])cn2)c(C)n1-c1ccc(C(=O)O)cc1,12.73,4.89
COc1ccc(/C=N/Nc2ccc(C(=O)O)cc2)cc1Br,23.39,4.63
CCSc1nnc(-c2ccccc2/N=C/c2c(C)nn(-c3ccccc3)c2O)c(O)n1,39.57,4.4
O=C(Cc1cc(O)n[nH]1)N/N=C/c1c(Cl)cccc1Cl,49.89,4.3
O=C(Cn1cc(/C=N/O)c2ccccc21)N1CCOCC1,78.9,4.1
Nc1nonc1-c1nc2ccccc2n1CC(=O)N/N=C/c1ccc(-c2ccccc2C(=O)O)o1,73.78,4.13
