smiles,uM_value,pchembl_value
CC(C)=CCC/C(C)=C/CNCCOC(C)(C)C,13.0,4.89
CC(C)=CCC/C(C)=C/CNCCOc1ccccc1,51.0,4.29
CC(C)=CCC/C(C)=C/CNCCO[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,6.0,5.22
C/C=C1/CN2CC[C@]34c5ccccc5N5C(=O)[C@H]6[C@@H](O)[C@H]7[C@@H]8N(c9ccccc9[C@@]89CCN8C/C(=C/C)[C@@H]7C[C@H]89)[C@@H]6[C@H]([C@H]53)[C@H]1C[C@H]24,1.1,5.96
C/C=C1/CN2[C@@H](C3=C[C@@H]4[C@@H]5N(C3=O)c3ccccc3[C@@]53CCN5C/C(=C/C)[C@@H]4C[C@H]53)C[C@@]34c5ccccc5N5C6=C7[C@H]8C[C@@H]9N(CC[C@@]9%10c9ccccc9N(C6=C([C@H]1C[C@H]23)[C@H]54)[C@@H]7%10)C/C8=C/C,0.6,6.22
CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,0.2,6.7
CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCC2)c1,0.006,8.22
CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCC2)c1,0.004,8.4
CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(-c2ccccc2)c1,0.002,8.7
c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,0.07,7.16
CC(C)CN(NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1nc(C#N)ncc1Br,0.0581,7.24
CC(C)CN(NC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1nc(C#N)ncc1Br,0.0189,7.72
N#Cc1ncc(Br)c(N(CC2CCCC2)NC(=O)C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)n1,0.0707,7.15
N#Cc1ncc(Br)c(N(NC(=O)C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)C2CCCCC2)n1,0.0785,7.11
CC(C)CN(NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1nc(C#N)ncc1Cl,0.0809,7.09
CC(C)CN(NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1ccnc(C#N)n1,0.013099999999999999,7.88
CC(C)CN(NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1cc(Cl)nc(C#N)n1,0.028399999999999998,7.55
CC(C)CN(NC(=O)C1CCC(=O)CC1)c1nc(C#N)ncc1Br,0.0482,7.32
CC(C)(C)c1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.09,7.05
CC(C)Oc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.15,6.82
O=C(CCCCCONC(=O)c1ccc(-c2ccccc2)cc1)NO,0.16,6.8
CCCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.17,6.77
CCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.21,6.68
CCCCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.21,6.68
CCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.23,6.64
CCCOc1ccccc1C(=O)NOCCCCCC(=O)NO,0.24,6.62
CCCOc1cccc(C(=O)NOCCCCCC(=O)NO)c1,0.24,6.62
CCCCc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.26,6.58
CCCCCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.35,6.46
O=C(CCCCCONC(=O)c1ccco1)NO,0.62,6.21
O=C(CCCCCONC(=O)c1ccccc1F)NO,0.73,6.14
Cc1cc(Nc2ccc(C(F)(F)F)c(F)c2)n2nc(C(C)(F)F)nc2n1,0.0039,8.41
Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2nc(C(C)(F)F)nc2n1,0.012,7.92
Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2nc(C(F)(F)F)nc2n1,0.0018,8.74
Cc1c2ccncc2c(C)c2c1[nH]c1c([N+](=O)[O-])cccc12,17.0,4.77
CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC1=O,57.0,4.24
CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,25.0,4.6
CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC1=O,25.0,4.6
CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC1=O,23.0,4.64
CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)c2cccc(c2)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC1=O,4.0,5.4
COC(OC)c1ccc(C(=O)Nc2nc(-c3ccccn3)cs2)cc1,1.475,5.83
Cn1cc(O)c(=O)cc1CNCCCNc1ccnc2cc(Cl)ccc12,0.23,6.64
CN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(=O)c(O)cn1C,0.19,6.72
Cn1cc(O)c(=O)cc1CNCCCCNc1ccnc2cc(Cl)ccc12,0.2,6.7
Cn1cc(O)c(=O)cc1CNCCCCCCNc1ccnc2cc(Cl)ccc12,0.15,6.82
O=c1cc(CNCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1O,0.3,6.52
O=c1cc(CNCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1O,0.16,6.8
CN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(=O)c(O)cn1C1CC1,0.17,6.77
O=c1cc(CNCCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1O,0.004,8.4
O=c1cc(CNCCCCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1O,0.03,7.52
C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,0.07379000000000001,7.13
CCN(CC)CCCNC(=O)[C@H](C)Nc1ccnc2cc(Cl)ccc12,0.08264,7.08
C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)NCCCN(C)C,0.14221999999999999,6.85
C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)NCCN1CCCCC1,0.06409000000000001,7.19
CCN(CC)CCNC(=O)[C@H](C)Nc1ccnc2cc(Cl)ccc12,0.03537,7.45
CN1CCN(C(=O)CNc2ccnc3cc(Cl)ccc23)CC1,0.14937,6.83
CN1CCN(C(=O)[C@H](Cc2ccccc2)Nc2ccnc3cc(Cl)ccc23)CC1,0.10890000000000001,6.96
CSCC[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,0.0584,7.23
CC(C)[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,0.2708,6.57
CC[C@H](C)[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,0.08381999999999999,7.08
CN1CCN(C(=O)[C@H](CO)Nc2ccnc3cc(Cl)ccc23)CC1,0.1162,6.93
C[C@H](O)[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,0.1425,6.85
CN1CCN(C(=O)[C@H](Cc2c[nH]c3ccccc23)Nc2ccnc3cc(Cl)ccc23)CC1,0.2231,6.65
CC(C)C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,0.06016,7.22
CN1CCN(C(=O)CCNc2ccnc3cc(Cl)ccc23)CC1,0.03589,7.45
CN1CCN(C(=O)CCCNc2ccnc3cc(Cl)ccc23)CC1,0.06506,7.19
CN1CCN(C(=O)C[C@H](Nc2ccnc3cc(Cl)ccc23)C(=O)N2CCN(C)CC2)CC1,0.047939999999999997,7.32
CN1CCN(C(=O)CC[C@H](Nc2ccnc3cc(Cl)ccc23)C(=O)N2CCN(C)CC2)CC1,0.1133,6.95
CC(C)[C@H](CC(=O)N1CCN(C)CC1)Nc1ccnc2cc(Cl)ccc12,0.04412,7.36
CC[C@H](C)[C@@H](CC(=O)N1CCN(C)CC1)Nc1ccnc2cc(Cl)ccc12,0.033030000000000004,7.48
CN1CCN(C(=O)C[C@H](Cc2ccccc2)Nc2ccnc3cc(Cl)ccc23)CC1,0.01924,7.72
CN1CCN(C(=O)CC[C@H](Cc2ccccc2)Nc2ccnc3cc(Cl)ccc23)CC1,0.01151,7.94
C=CC[C@@](C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCCCC,13.0,4.89
Cn1cc(OCc2ccccc2)c(=O)cc1CNCCNc1ccnc2cc(Cl)ccc12,0.54,6.27
Cn1cc(OCc2ccccc2)c(=O)cc1CNCCCNc1ccnc2cc(Cl)ccc12,0.58,6.24
CN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(=O)c(OCc2ccccc2)cn1C,0.3,6.52
Cn1cc(OCc2ccccc2)c(=O)cc1CNCCCCNc1ccnc2cc(Cl)ccc12,0.12,6.92
Cn1cc(OCc2ccccc2)c(=O)cc1CNCCCCCCNc1ccnc2cc(Cl)ccc12,0.39,6.41
O=c1cc(CNCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1OCc1ccccc1,0.04,7.4
O=c1cc(CNCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1OCc1ccccc1,0.24,6.62
CN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(=O)c(OCc2ccccc2)cn1C1CC1,0.67,6.17
O=c1cc(CNCCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1OCc1ccccc1,0.04,7.4
O=c1cc(CNCCCCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1OCc1ccccc1,0.19,6.72
Cn1cc(O)c(=O)cc1CNCCNc1ccnc2cc(Cl)ccc12,0.21,6.68
C=C(C)[C@@H]1C[C@H](OC(C)=O)C2=C(C(=O)C[C@]34CO[C@@]5(CC)CC[C@](C)(O5)[C@H]3CC[C@@]24C)[C@@]1(C)CCC(=O)OC,4.0,5.4
C=C(C)[C@@H]1CC(=O)C2=C(C(=O)C[C@]34CO[C@@]5(CC)CC[C@](C)(O5)[C@H]3CC[C@@]24C)[C@@]1(C)CCC(=O)OC,7.9,5.1
C=C(C)[C@@H]1C[C@H](OC(C)=O)[C@]23OC[C@]4(CC(=O)[C@@H]2[C@@]1(C)CCC(=O)OC)[C@@]3(C)CC[C@@]41O[C@@]2(CC)CC[C@]1(C)O2,1.7,5.77
CN(C)c1cc[n+](Cc2ccc(Cn3cnc4c(SCc5ccccc5)ncnc43)cc2)cc1.[Br-],0.122,6.91
[Br-].c1ccc(CSc2ncnc3c2ncn3Cc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1,0.411,6.39
CN(C)c1cc[n+](Cc2ccc(-c3ccc(Cn4cnc5c(SCc6ccccc6)ncnc54)cc3)cc2)cc1.[Br-],3.223,5.49
[Br-].c1ccc(CSc2ncnc3c2ncn3Cc2ccc(-c3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1,0.119,6.92
CN(C)c1cc[n+](Cc2ccc(CCc3ccc(Cn4cnc5c(SCc6ccccc6)ncnc54)cc3)cc2)cc1.[Br-],0.092,7.04
[Br-].c1ccc(CSc2ncnc3c2ncn3Cc2ccc(CCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1,0.149,6.83
CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(Cn4cnc5c(SCc6ccccc6)ncnc54)cc3)cc2)cc1.[Br-],0.5,6.3
[Br-].c1ccc(CSc2ncnc3c2ncn3Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1,0.054,7.27
COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc1OC,0.0108,7.97
CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NS(=O)(=O)c3ccc(C)cc3)c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1.14,5.94
CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NS(=O)(=O)c3ccc(C)cc3)c2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,3.96,5.4
CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)CO[C@H]1CC(=O)/C=C/c1cccc(NS(=O)(=O)c2ccc(C)cc2)c1,1.39,5.86
Cc1ccc(S(=O)(=O)Nc2cccc(/C=C/C(=O)C[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,2.2,5.66
Cc1ccc(S(=O)(=O)Nc2cccc(/C=C/C(=O)C[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1,3.89,5.41
Cc1ccc(S(=O)(=O)Nc2cccc(/C=C/C(=O)C[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,2.93,5.53
CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NC(=O)Nc3ccccc3)c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,2.29,5.64
CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NC(=S)Nc3ccccc3)c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1.91,5.72
COc1ccc(NC(=O)Nc2cccc(/C=C/C(=O)C[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)c2)c([N+](=O)[O-])c1,0.94,6.03
COc1cc([N+](=O)[O-])ccc1NC(=S)Nc1cccc(/C=C/C(=O)C[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)c1,0.55,6.26
CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2ccc(NC(=O)Nc3ccccc3)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5.27,5.28
CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2ccc(NC(=S)Nc3ccccc3)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1.83,5.74
CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2ccc(NC(=O)Nc3ccc4ccccc4c3)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,2.18,5.66
CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NC(=O)Nc3ccccc3)c2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,6.65,5.18
CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NC(=S)Nc3ccccc3)c2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,3.73,5.43
CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)CO[C@H]1CC(=O)/C=C/c1cccc(NC(=O)Nc2ccccc2)c1,3.17,5.5
CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)CO[C@H]1CC(=O)/C=C/c1cccc(NC(=S)Nc2ccccc2)c1,4.2,5.38
O=C(/C=C/c1cccc(NC(=O)Nc2ccccc2)c1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,3.77,5.42
O=C(/C=C/c1cccc(NC(=S)Nc2ccccc2)c1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,9.43,5.03
COc1ccc(NC(=O)Nc2cccc(/C=C/C(=O)C[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)c([N+](=O)[O-])c1,0.56,6.25
COc1cc([N+](=O)[O-])ccc1NC(=S)Nc1cccc(/C=C/C(=O)C[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,3.35,5.47
O=C(/C=C/c1ccc(NC(=O)Nc2ccccc2)cc1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,7.51,5.12
O=C(/C=C/c1ccc(NC(=S)Nc2ccccc2)cc1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,11.85,4.93
O=C(/C=C/c1ccc(NC(=O)Nc2ccc3ccccc3c2)cc1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5.91,5.23
O=C(/C=C/c1cccc(NC(=O)Nc2ccccc2)c1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,20.0,4.7
O=C(/C=C/c1cccc(NC(=S)Nc2ccccc2)c1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,13.07,4.88
O=C(/C=C/c1cccc(NC(=O)Nc2ccccc2)c1)C[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,3.44,5.46
O=C(/C=C/c1cccc(NC(=S)Nc2ccccc2)c1)C[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,6.89,5.16
CCOC(=O)/C=C/c1cccc(NS(=O)(=O)c2ccc(C)cc2)c1,16.12,4.79
CCOC(=O)/C=C/c1cccc(NC(=O)Nc2ccccc2)c1,8.8,5.06
N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccccc1,0.1,7.0
N/C(=N\N=C\c1ccccc1)C(O)c1cccc2ccccc12,3.0,5.52
Cc1ccc(/C=N/N=C(\N)CC(O)c2cccc3ccccc23)cc1,0.19,6.72
N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(C(F)(F)F)cc1,0.11,6.96
COc1ccc(/C=N/N=C(\N)CC(O)c2cccc3ccccc23)cc1,0.083,7.08
CCOc1cc(/C=N/N=C(\N)CC(O)c2cccc3ccccc23)ccc1O,0.25,6.6
N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(F)cc1,0.06,7.22
N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1cccc(Br)c1,0.091,7.04
N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(F)cc1F,0.19,6.72
N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(F)c(F)c1,0.18,6.75
N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(Cl)c(Cl)c1,0.25,6.6
N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1cccnc1,2.7,5.57
N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccco1,0.51,6.29
CCC/C(=N\N=C(/N)CC(O)c1cccc2ccccc12)c1ccccc1,0.24,6.62
C/C(=N\N=C(/N)CC(O)c1cccc2ccccc12)c1ccc(F)cc1,0.4,6.4
Cc1ccc(/C=N/N=C(\N)CC(O)c2ccc3ccccc3c2)cc1,0.54,6.27
COc1ccc(/C=N/N=C(\N)CC(O)c2ccc3ccccc3c2)cc1,0.38,6.42
CCOc1cc(/C=N/N=C(\N)CC(O)c2ccc3ccccc3c2)ccc1O,1.1,5.96
N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccc(F)cc1,2.0,5.7
N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccc(F)cc1F,4.0,5.4
N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccc(Cl)c(Cl)c1,1.9,5.72
N/C(CC(O)c1cc2ccccc2c2ccccc12)=N\N=C\c1ccccc1,0.016,7.8
N/C(CC(O)c1cc2ccccc2c2ccccc12)=N\N=C\c1ccc(F)cc1,0.0083,8.08
CCCCCCCCCCC/C=C(\C)C(=O)C(C)(C)C(=O)OC[C@@H](O)COCC[C@@H](C(=O)[O-])[N+](C)(C)C,7.0,5.16
c1ccc(COC[C@H]2O[C@@H]3c4ccccc4SC[C@@H]3[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,3.46,5.46
COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@+]2[O-],2.75,5.56
CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@+]2[O-],0.3,6.52
Cc1cccc2c1[S@@+]([O-])C[C@@H]1[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@H]21,4.13,5.38
[O-][S@@+]1C[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@@H]2c2c1ccc1ccccc21,3.55,5.45
Cc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@@+]2[O-],2.57,5.59
COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@@+]2[O-],2.21,5.66
CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@@+]2[O-],1.33,5.88
Cc1cccc2c1[S@+]([O-])C[C@@H]1[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@H]21,6.29,5.2
[O-][S@+]1C[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@@H]2c2c1ccc1ccccc21,2.55,5.59
Cc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,2.32,5.63
COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,1.8,5.75
CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,0.39,6.41
Cc1cccc2c1S(=O)(=O)C[C@@H]1[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@H]21,2.34,5.63
O=S1(=O)C[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@@H]2c2c1ccc1ccccc21,2.09,5.68
O=S1(=O)C[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@H]2c2ccccc21,4.14,5.38
Cc1ccc2c(c1)[C@@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,2.34,5.63
COc1ccc2c(c1)[C@@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,2.5,5.6
Cc1cccc2c1S(=O)(=O)C[C@@H]1[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@@H]21,3.4,5.47
COc1ccc(C(CCC(=O)N(C)O)P(=O)(O)O)cc1,0.1,7.0
Cc1ccc(C(CCC(=O)NO)P(=O)(O)O)cc1,2.6,5.58
COc1ccc(C(CCC(=O)NO)P(=O)(O)O)cc1,1.7,5.77
COc1ccc(C(CCC(=O)N(C)O)P(=O)(O)O)cc1OC,0.29,6.54
COc1ccc(C(CCC(=O)NO)P(=O)(O)O)cc1OC,6.8,5.17
COc1ccc(C(OCC(=O)N(C)O)P(=O)(O)O)cc1,0.31,6.51
C[C@@H](CCCN1CCOCC1)Nc1ccnc2cc(Cl)ccc12,0.01402,7.85
C[C@H](CCCN1CCOCC1)Nc1ccnc2cc(Cl)ccc12,0.0281,7.55
C[C@@H](CCCN1CCCC1)Nc1ccnc2cc(Cl)ccc12,0.01576,7.8
C[C@H](CCCN1CCCC1)Nc1ccnc2cc(Cl)ccc12,0.01019,7.99
C[C@@H](CCCN1CCN(C)CC1)Nc1ccnc2cc(Cl)ccc12,0.01421,7.85
C[C@H](CCCN1CCN(C)CC1)Nc1ccnc2cc(Cl)ccc12,0.00692,8.16
C[C@@H](CCCN1CCCCC1)Nc1ccnc2cc(Cl)ccc12,0.01495,7.83
C[C@H](CCCN1CCCCC1)Nc1ccnc2cc(Cl)ccc12,0.05285,7.28
C[C@@H](CCCN(C)C)Nc1ccnc2cc(Cl)ccc12,0.01713,7.77
C[C@H](CCCN(C)C)Nc1ccnc2cc(Cl)ccc12,0.006,8.22
C[C@@H](CCCNC(C)(C)C)Nc1ccnc2cc(Cl)ccc12,0.03295,7.48
C[C@H](CCCNC(C)(C)C)Nc1ccnc2cc(Cl)ccc12,0.00466,8.33
CCN(C)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,0.01239,7.91
CCN(C)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,0.0077800000000000005,8.11
CCCCCCCCN(CCCCCCCC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,0.09476000000000001,7.02
CCCCCCCCN(CCCCCCCC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,0.07858,7.11
O=C1c2ccccc2-c2c1c(NCCN1CCCCC1)nc1ccc(Cl)cc21,1.713,5.77
O=C1c2ccccc2-c2c1c(NCCN1CCCCC1)nc1cc(Cl)ccc21,2.339,5.63
O=C1c2ccccc2-c2c1c(NCCN1CCOCC1)nc1cc(Cl)ccc21,6.775,5.17
CN1CCN(CCNc2nc3ccc(Cl)cc3c3c2C(=O)c2ccccc2-3)CC1,1.031,5.99
O/N=C1\c2ccccc2-c2c1c(NCCN1CCCCC1)nc1ccc(Cl)cc21,0.843,6.07
O/N=C1\c2ccccc2-c2c1c(NCCN1CCCCC1)nc1cc(Cl)ccc21,0.53,6.28
O/N=C1\c2ccccc2-c2c1c(NCCN1CCOCC1)nc1cc(Cl)ccc21,5.39,5.27
CN1CCN(CCNc2nc3ccc(Cl)cc3c3c2/C(=N/O)c2ccccc2-3)CC1,0.818,6.09
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OCc2ccccc2)[C@@H]1C(C)C.O=C(O)C(F)(F)F,0.062,7.21
O=c1c(-c2ccccc2)cc2ccccc2n1O,14.0,4.85
O=c1c(-c2cccc3ccccc23)cc2ccccc2n1O,2.6,5.58
