mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings,SHAP_mw,SHAP_fsp3,SHAP_n_lipinski_hba,SHAP_n_lipinski_hbd,SHAP_n_rings,SHAP_n_hetero_atoms,SHAP_n_heavy_atoms,SHAP_n_rotatable_bonds,SHAP_tpsa,SHAP_qed,SHAP_clogp,SHAP_sas,SHAP_n_aliphatic_carbocycles,SHAP_n_aliphatic_heterocyles,SHAP_n_aliphatic_rings,SHAP_n_aromatic_carbocycles,SHAP_n_aromatic_heterocyles,SHAP_n_aromatic_rings,SHAP_n_saturated_carbocycles,SHAP_n_saturated_heterocyles,SHAP_n_saturated_rings
307,0,5,3,3,5,23,5,84,0,3,3,0,0,0,2,1,3,0,0,0,0.16376577,-0.007622477,-0.080455974,0.17695281,0.042070426,0.1411024,-0.116131954,-0.051947884,-0.15111677,0.0,-0.037792053,-0.0056706574,0.004113277,0.061289128,0.081492096,0.11404949,0.0018815999,0.06188457,-0.0065627703,0.0038313814,-0.042799048
344,0,5,3,2,6,25,4,78,0,3,2,0,0,0,2,0,2,0,0,0,0.14308375,-0.0070645837,-0.005124589,0.35239983,-0.009576432,0.005613753,0.08342795,0.03461527,0.2629419,0.0,0.040349312,0.0036099085,0.010968053,0.05100824,0.07488683,0.10029712,0.014580636,-0.02462289,-0.0058137155,0.011086474,-0.03037235
447,0,6,2,5,7,32,5,64,0,4,2,0,1,1,2,2,4,0,1,1,0.15922531,-0.0073048454,-0.053115495,0.08151115,-0.019192085,-0.005570882,0.29573882,-0.07464818,0.30134523,0.0,0.17496103,-0.009951152,0.014006876,-0.043964997,-0.030497767,0.07751819,0.05974351,0.080673985,-0.017717553,-0.004423553,-0.016313152
271,0,5,3,3,6,19,1,73,0,1,2,0,1,1,1,1,2,0,1,1,-0.034227375,-0.007856269,-0.06793938,0.15992567,0.04418429,-0.04117043,-0.058388714,0.05116429,0.038050722,0.0,-0.04706756,0.0065345434,-0.0031233185,0.031695455,0.01011033,0.00536838,0.031005062,-0.026105884,-0.010512315,-0.05454399,-0.06405544
316,0,7,3,3,8,23,2,108,0,1,2,0,1,1,1,1,2,0,1,1,0.03491669,-0.007849718,0.13253112,0.05618668,0.03292188,0.10403485,-0.06795904,0.0047632083,-0.4515841,0.0,0.039956048,-0.013096337,-0.011457114,-0.048838824,-0.05618686,0.002949911,0.061622854,-0.04090907,-0.014208301,-0.07500688,-0.065153025
367,0,6,2,2,8,24,8,92,0,3,2,0,0,0,0,2,2,0,0,0,-0.091704026,-0.008183544,-0.0912601,-0.018116714,-0.0318494,0.0076053906,-0.0874554,0.033361442,-0.5417006,0.0,-0.13504057,-0.039957736,-0.012542901,0.03770688,-0.00049519964,-0.044315167,-0.024785548,-0.018750938,-0.025744872,0.007943159,-0.036657263
304,0,6,2,2,7,21,4,88,0,2,2,0,0,0,1,1,2,0,0,0,0.0016752846,-0.008233327,-0.07702019,0.05489312,-0.027927602,0.023968522,-0.06379502,-0.040521953,-0.21536699,0.0,-0.19808719,-0.023862751,-0.009720033,0.04023327,0.009972378,0.01889217,0.0030113296,-0.019413006,-0.013312568,0.0039824727,-0.03787007
304,0,8,3,2,8,22,5,112,0,0,3,0,1,1,1,0,1,0,0,0,-0.2395343,-0.008193721,-0.017926862,0.077253275,-0.08551401,0.018423567,-0.16513006,-0.28368536,-0.5536767,0.0,-0.11134428,0.035325576,-0.019245582,-0.10339617,-0.087539665,0.008155025,-0.095299795,0.057456564,-0.016240539,0.0069630337,-0.043293823
533,0,12,6,3,13,37,9,183,0,1,3,0,1,1,2,0,2,0,1,1,0.09857257,-0.0069969394,0.08793878,0.010752826,-0.032748815,-0.03547596,0.07917751,0.24554601,-0.3185814,0.0,-0.028534561,-0.0031425618,-0.0062643145,0.019102762,-0.001747619,-0.03555087,-0.039380517,-0.05279363,-0.020164333,-0.044428054,-0.04231316
321,0,6,0,4,6,24,2,54,0,3,3,0,1,1,2,1,3,0,1,1,0.044069912,-0.00874941,-0.047773376,-0.23414376,0.005458069,-0.010810744,-0.036242265,-0.009273027,0.55981004,0.0,-0.13171968,-0.10305345,0.0077241757,-0.029802905,-0.031759776,0.021763822,0.035698313,0.024079032,-0.019523915,-0.049741864,-0.038627796
326,0,7,0,3,8,22,3,85,0,1,4,2,0,2,0,1,1,2,0,2,-0.053038433,-0.0066272146,0.35530433,0.036538597,0.038821638,0.17497286,-0.12339509,-0.0022688948,0.06802484,0.0,0.11019025,0.09141849,0.081097975,0.060947075,0.020343246,0.028968204,0.085154906,0.069722325,0.23671953,0.04342302,-0.021194234
458,0,8,1,4,9,32,5,72,0,1,2,0,2,2,1,1,2,0,2,2,0.11897641,-0.007031308,0.19822404,0.04665247,0.04734932,0.11590791,0.29922757,0.022991726,0.39105806,0.0,0.08041602,0.0038829208,0.0076515307,-0.11021079,0.02780862,0.050141107,0.06996465,-0.0008978496,-0.021909347,-0.00035843748,0.076582894
362,0,5,3,2,7,26,4,78,0,3,2,0,0,0,2,0,2,0,0,0,0.11393068,-0.007064838,0.021013768,0.3026528,0.007769609,-0.00598953,0.088921405,0.02783639,0.28734484,0.0,0.043573096,-0.00074730505,0.011808903,0.045721814,0.0713111,0.11874453,0.04508498,-0.016017297,-0.009929781,0.012490103,-0.032653704
682,0,13,4,5,15,47,11,143,0,4,3,0,1,1,1,3,4,0,1,1,0.13319865,-0.0070248838,0.007300909,-0.007233126,-0.0719381,-0.15890367,0.11278434,0.1519471,-0.36597246,0.0,0.082015,-0.03328055,-0.0059415237,0.03221392,-0.004337305,0.05022469,-0.08148482,0.0031719173,-0.022549361,-0.03726773,-0.028472802
422,0,6,2,5,9,31,2,83,0,4,2,0,0,0,2,3,5,0,0,0,-0.10429348,-0.0072140265,-0.10776326,0.04349088,-0.013671093,-0.046848472,0.07843654,0.12014414,-0.3282412,0.0,0.10755691,-0.02376795,-0.0016961367,0.048252683,0.033815797,0.07888074,-0.015361735,-0.01258733,-0.01816964,0.012880905,-0.04169405
391,0,4,1,5,5,28,4,45,0,4,2,1,1,2,2,1,3,0,1,1,-0.057224847,-0.0088477945,-0.024939891,-0.111450054,-0.073550075,-0.080425516,0.0143087115,-0.06221244,0.54636914,0.0,0.2033747,-0.010442126,-0.14642152,-0.0052754143,-0.08539241,0.027699463,0.020756545,-0.0034886806,-0.019733012,-0.03451324,-0.026638664
319,0,3,2,2,4,22,6,36,0,4,2,0,0,0,1,1,2,0,0,0,0.1952497,-0.006735321,0.060598027,0.10103897,0.032441255,0.048171584,-0.06068375,-0.013487647,1.1481671,0.0,0.2668169,0.030539358,0.030018363,0.036810752,0.02920882,0.13515612,0.050277628,0.07556634,0.00072906946,-0.0020364514,-0.030762905
464,0,7,2,4,9,32,8,101,0,4,2,0,0,0,3,1,4,0,0,0,-0.14433695,-0.0076973974,0.06793266,-0.016995765,-0.022757959,-0.04902064,0.110625416,-0.060090836,-0.5376937,0.0,0.03555148,-0.06612575,-0.0011956261,0.045192827,0.020828264,-0.08632664,-0.025447987,0.032519277,-0.03024684,0.001285179,-0.048607726
326,0,7,0,3,8,22,4,85,0,1,4,2,0,2,0,1,1,2,0,2,-0.106742896,-0.0067156604,0.34638,0.016407594,0.024056632,0.1582734,-0.147415,-0.13290802,0.033692323,0.0,0.10407361,0.06326557,0.08040695,0.052542552,0.023524446,-0.00215806,0.07473881,0.053527165,0.22377098,0.039904438,-0.018208783
362,0,6,2,3,9,26,3,75,0,3,2,0,0,0,1,2,3,0,0,0,-0.27116537,-0.007887746,-0.09521709,-0.033288393,0.011697514,-0.14918943,-0.11683088,-0.24751465,-0.2865755,0.0,-0.16491151,-0.03804432,-0.008250559,0.02123458,0.0031014122,-0.034728494,-0.07210307,-0.04202905,-0.020076336,0.0056333817,-0.04369886
325,0,5,2,3,6,24,3,79,0,3,1,0,0,0,2,1,3,0,0,0,0.05290515,-0.0077470103,-0.029903393,-0.027772376,0.025371622,0.014322079,-0.035683535,-0.025256531,0.023289122,0.0,-0.018807983,-0.04040974,0.0042169616,0.057855356,0.05156062,0.11761172,0.009241051,0.025617298,-0.01119852,0.011851961,-0.035043396
776,0,12,2,13,12,56,8,132,0,7,6,10,2,12,1,0,1,10,2,12,0.24497736,-0.007407009,0.18093449,0.054442704,-0.00160293,0.07393879,0.0961749,0.11624317,-0.020551246,0.0,0.18897906,0.20031853,0.08244759,-0.09617044,0.29544356,0.037785012,0.010506584,0.045504846,0.19961484,-0.03696385,0.86026233
324,0,7,3,1,7,23,11,96,0,2,2,0,0,0,1,0,1,0,0,0,-0.0133825615,-0.0066532926,0.16554941,0.24815944,0.2460176,0.01284279,-0.027331507,0.26645425,-0.06333205,0.0,-0.10599379,-0.03555039,-0.0075968546,0.07847572,0.028486481,0.051992733,0.008438361,0.07851522,-0.011435633,0.015955342,-0.03846006
333,0,8,3,1,9,22,7,116,0,1,3,0,0,0,1,0,1,0,0,0,0.013684232,-0.0072205397,0.030686911,0.23110893,0.26522505,-0.038094018,-0.025162054,-0.002400586,-0.15175937,0.0,-0.07421102,0.10255877,-0.009764421,0.06577078,0.043103173,0.03640167,-0.014656864,0.09302108,-0.010546317,0.011034677,-0.034682695
378,1,6,2,7,6,27,1,66,0,3,5,5,2,7,0,0,0,5,2,7,0.048296545,0.6411077,-0.034604464,0.038030658,0.026568605,-0.010704349,-0.0030103517,0.14092137,0.023278156,0.0,0.014584631,0.37254182,0.15986304,-0.06277473,0.37949434,0.012758238,0.03607293,0.106913,0.3253095,-0.0134007735,1.0388356
236,0,6,5,2,7,16,2,105,0,2,2,0,0,0,1,1,2,0,0,0,-0.36030254,-0.0077326195,-0.06883078,0.17542109,-0.009386338,-0.05595,-0.060410768,0.077952094,-0.20738454,0.0,-0.1943485,-0.01646819,-0.0074881753,0.043943655,0.026668254,0.014194378,0.009577725,-0.031889956,-0.007542892,0.0046011847,-0.026677
447,0,6,0,4,8,23,2,66,0,0,4,2,2,4,0,0,0,2,2,4,-0.1134626,-0.008856541,-0.10636849,-0.17285529,-0.021944985,0.016113052,-0.274353,-0.013020218,-0.1653356,0.0,-0.271514,0.031191705,0.019781157,-0.15134993,-0.20913981,-0.008363761,-0.08929213,-0.03961486,0.22454533,-0.09502773,0.039538767
271,0,6,2,2,8,17,2,71,0,2,2,0,0,0,1,1,2,0,0,0,-0.06256835,-0.0073936735,0.046949677,0.08272448,-0.0068938266,0.10817732,0.059350107,0.1518064,0.12321415,0.0,-0.16463412,-0.011105638,-0.0022934002,0.034933213,0.0076671187,0.0386067,0.036490202,-0.0008239762,-0.00870687,0.007156175,-0.027983176
246,0,4,2,3,4,18,0,70,0,2,2,1,0,1,1,1,2,0,0,0,-0.12262437,-0.009038476,-0.019110586,-0.01918703,0.020752799,0.0131402705,-0.011719422,0.29667094,0.020437798,0.0,-0.19770674,-0.010179521,0.028092934,0.028104385,0.0075429813,0.018788107,0.023987629,-0.0022404063,-0.007875431,0.004034572,-0.03419186
477,0,5,1,5,6,34,10,36,0,6,2,0,1,1,2,2,4,0,1,1,-0.06266442,-0.0071716798,-0.057712894,-0.098054774,-0.032566372,0.05534566,0.13541572,0.14850828,0.4393548,0.0,0.089078836,-0.0060861506,0.013525296,-0.012427877,-0.000120771496,0.047679882,0.02717803,0.04145904,-0.017502345,-0.002662811,-0.010213631
307,0,4,2,2,5,21,6,66,0,3,1,1,0,1,1,0,1,1,0,1,0.019763272,-0.008557422,-0.08074957,-0.08365409,-0.04327024,0.016059093,-0.14015864,-0.15544541,-0.12811777,0.0,-0.03155558,-0.09485067,0.0024086013,0.031130617,-0.030418983,-0.020214424,-0.0130654,0.006499261,0.004483802,-0.00307248,-0.07162098
592,0,10,2,8,10,44,11,118,0,5,5,0,3,3,2,3,5,0,3,3,0.19466615,-0.0071253516,0.006443012,0.017781125,-0.08433928,0.060421098,0.14970616,-0.08489374,-0.42796358,0.0,0.18266514,0.04160549,-0.033800505,-0.28105107,-0.0473601,-0.012059163,0.0060296236,-0.18839121,-0.040230937,-0.059398048,-0.01061334
330,0,10,0,3,10,24,4,122,0,0,3,0,0,0,0,3,3,0,0,0,-0.0003545626,-0.007524572,0.11018845,0.019576648,0.01274765,0.1537208,-0.06616431,-0.025514781,-0.15176687,0.0,0.06432962,0.015972769,-0.018967928,0.06339552,-0.0011900128,-0.02138127,-0.08729373,-0.0023855583,-0.014294296,0.021219902,-0.02611663
331,0,5,1,2,6,23,6,74,0,3,2,0,1,1,1,0,1,0,1,1,-0.012159859,-0.008423803,-0.13672997,-0.07134436,-0.055827204,-0.023837645,-0.15597741,-0.0990204,-0.095492646,0.0,-0.050703257,-0.038568042,-0.0052888403,-0.017362043,-0.03505584,-0.024693144,-0.010691413,-0.013478761,-0.019138219,-0.026330275,-0.055357844
317,0,5,2,2,7,22,4,86,0,2,2,0,0,0,1,1,2,0,0,0,0.0917127,-0.0081680175,-0.13826437,0.061909866,-0.0119772125,0.024729997,-0.10250379,-0.037804157,-0.12745622,0.0,-0.21833707,-0.017313983,-0.004902292,0.048648544,0.019604905,0.010251687,0.017647255,-0.009024636,-0.012917822,0.002261877,-0.03582381
372,0,6,1,2,10,22,7,80,0,3,2,0,0,0,0,2,2,0,0,0,-0.018145068,-0.0079042325,-0.098302536,-0.106104225,-0.02898431,0.16236128,-0.23176128,-0.093122266,-0.06022648,0.0,-0.12824805,-0.044444043,-0.001113546,0.036168892,0.025892036,-0.08259165,0.012254166,-0.022872519,-0.017738877,0.010294967,-0.032926824
447,0,7,2,4,7,33,5,89,0,3,2,1,1,2,2,0,2,0,1,1,-0.06900822,-0.008144774,0.123823024,0.011006887,-0.020970766,-0.006113035,0.11476044,-0.16769263,-0.41347736,0.0,-0.1266771,-0.07885503,-0.0117307035,-0.05064089,-0.028095275,0.012219802,-0.0819836,-0.04330781,-0.034151845,-0.06426381,-0.061985586
284,0,8,4,3,8,21,2,121,0,2,3,0,0,0,1,2,3,0,0,0,-0.14180696,-0.007873118,0.102393284,0.22864348,0.03578074,0.08214212,-0.06428474,0.15603194,-0.18078902,0.0,-0.21694918,-0.020424146,-0.011016737,0.054434188,0.014098164,0.030057415,0.018482532,0.009748183,-0.0070220684,0.0141466735,-0.02761495
221,0,5,2,2,6,15,2,74,0,1,2,0,0,0,1,1,2,0,0,0,-0.47361666,-0.008109557,-0.09639504,0.019551387,-0.039543252,-0.056034185,-0.15896076,0.04810453,-0.15414193,0.0,-0.082432896,-0.016825607,-0.011019731,0.030443216,-0.0026329944,0.00178661,0.019254917,-0.014350113,-0.0138984,0.0017103138,-0.036259476
503,0,7,2,4,10,33,7,80,0,5,3,0,0,0,2,2,4,0,0,0,0.1889976,-0.005919977,0.3797553,0.18764931,0.1010035,0.24514021,0.3908657,0.042154074,0.66120225,0.0,0.35796943,0.15089577,0.015581971,0.118622996,0.090882964,0.15917109,0.219822,0.16241649,-0.008097763,0.030398248,-0.03449722
321,0,5,1,3,7,21,4,64,0,3,2,0,1,1,1,1,2,0,1,1,0.08743619,-0.008059724,-0.05332577,0.00039851357,0.038986906,-0.015462219,-0.107681826,-0.019683618,0.059907675,0.0,-0.09586716,-0.0058703735,0.0039401725,0.012730948,-0.0060273525,-0.0066483105,0.033347756,0.0007384495,-0.01426399,0.008476503,-0.037677176
388,0,5,0,4,7,26,3,59,0,3,2,0,1,1,2,1,3,0,1,1,-0.0560257,-0.008661276,-0.035229288,-0.31867638,0.016121339,0.011655693,-0.008151082,-0.054148354,0.2959214,0.0,-0.16183339,-0.015618807,0.012486407,-0.0053025465,-0.0045982585,0.06639029,0.02487621,0.012243491,-0.025622442,-0.074765906,-0.056358352
583,0,13,0,1,16,39,13,153,0,4,3,0,0,0,1,0,1,0,0,0,0.30843914,-0.005885175,0.21726361,0.05970977,0.24275784,0.16236104,0.14941482,0.4005246,0.04484034,0.0,0.19158177,0.045340184,0.0035031575,0.068855904,-0.0005241734,0.09391724,0.018160852,0.10380964,-0.010780952,0.03167923,-0.02696418
228,0,3,3,2,3,17,2,60,0,2,2,0,0,0,2,0,2,0,0,0,-0.37897378,-0.007948908,0.041465748,0.33844298,-0.048750054,0.04174754,-0.024954684,0.032996245,0.15566435,0.0,-0.22412713,-0.0022637283,-0.0017174982,0.030521126,0.01993448,0.018022308,-0.03125102,-0.018802043,-0.0066432394,0.0049289926,-0.03492108
403,0,8,2,3,9,28,6,122,0,3,2,0,0,0,2,1,3,0,0,0,-0.20198578,-0.008078148,-0.018439325,-0.056483004,-0.009825777,-0.0095724575,-0.031337813,-0.19634612,-0.569483,0.0,-0.1453739,-0.059282638,-0.008876626,0.04370854,-0.0052834223,-0.013385532,-0.0024227528,-0.013907048,-0.027441686,0.0067961956,-0.050462723
401,0,6,2,4,6,30,6,74,0,3,2,0,1,1,3,0,3,0,1,1,0.019426404,-0.008002804,-0.03862897,0.06998491,0.025163814,0.04724585,0.12826638,0.0058828685,0.20479718,0.0,-0.079138316,-0.025693176,0.00014780392,-0.026906611,-0.00878271,-0.08525222,-0.014050673,0.0075744945,-0.025249358,-0.02955125,-0.03724324
349,0,5,2,3,6,25,4,86,0,3,2,0,0,0,2,1,3,0,0,0,0.10114669,-0.007847007,-0.00045966296,0.06032174,0.004985412,0.007966638,-0.00931168,-0.016594836,-0.24790841,0.0,-0.09382118,-0.01815376,0.0040191514,0.04783521,0.03347915,0.05522585,0.006137241,4.7964568e-05,-0.016921273,0.004650766,-0.041092895
373,0,6,1,3,8,25,3,81,0,3,2,0,0,0,2,1,3,0,0,0,-0.08291972,-0.007867491,-0.11739157,-0.1304628,0.028244177,0.009109922,-0.084843986,-0.09340127,-0.2174447,0.0,-0.17283995,-0.03977038,-0.00023992584,0.040706325,0.029791454,0.051627032,-0.016259069,-0.003002506,-0.021294272,0.017373243,-0.03405482
550,0,9,3,8,10,38,2,120,0,4,5,5,2,7,1,0,1,5,2,7,0.1619998,-0.00689475,0.13980931,0.11682481,0.03652102,0.12841888,0.12231389,0.19374846,-0.19786179,0.0,0.13249461,0.2742672,0.12453455,-0.08735257,0.34933648,0.030849762,0.022035383,0.095936604,0.28553197,-0.02787774,0.9347286
332,0,5,1,3,6,23,4,48,0,2,2,0,1,1,1,1,2,0,1,1,0.17656592,-0.007430294,0.005240682,-0.022682536,0.054578602,0.052698098,0.031865917,0.006042341,1.2038968,0.0,-0.2110892,0.021520475,0.028965015,0.023848113,0.02223921,0.10564992,0.072261326,0.03858497,-0.008779935,0.019736106,-0.006278336
516,0,5,2,5,8,37,8,62,0,6,3,0,0,0,4,1,5,0,0,0,-0.103108294,-0.007804854,-0.10990983,0.053943593,-0.057357393,-0.0033216546,0.08492639,-0.01705045,0.004783241,0.0,0.120406136,-0.014589625,0.0024175218,0.04057412,0.010036565,-0.19016573,-0.019235982,-0.11112222,-0.021964809,-0.0065329215,-0.050997637
410,0,7,3,5,7,31,5,107,0,3,2,1,0,1,3,1,4,0,0,0,-0.112107545,-0.008031825,0.07174992,0.11128342,-0.05406385,-0.03785278,-0.025934216,-0.17046843,-0.5698044,0.0,-0.12900917,-0.057941314,-0.0023291495,0.052484237,-0.06036788,-0.06536121,-0.023947105,0.018863628,-0.030501802,0.0061653634,-0.05529565
363,0,5,2,4,5,27,4,65,0,3,3,1,1,2,2,0,2,1,1,2,0.07487759,-0.008176807,-0.059143122,0.07268303,0.009445712,0.016156763,0.06304521,-0.005564779,0.09253162,0.0,-0.06330884,-0.022154711,0.021384686,-0.003589117,-0.034126103,0.07226333,-0.0002723288,-0.0038012539,0.12085436,-0.012120781,0.07799811
416,0,5,3,2,10,29,4,78,0,3,3,0,0,0,2,0,2,0,0,0,0.101214044,-0.006539118,-0.050411977,0.2528287,0.005778052,0.19288474,0.14219286,0.0052145286,0.31868348,0.0,-0.022707483,0.015943505,0.010960532,0.067958914,0.07618953,0.06632569,-0.017587641,-0.031173924,-0.010748509,0.01662494,-0.030668864
428,0,7,5,3,8,30,6,111,0,1,3,0,1,1,2,0,2,0,1,1,0.058414854,-0.0076788547,0.1105919,0.13793051,0.016640974,0.055181753,0.03677318,-0.052777633,-0.5329156,0.0,0.00500341,0.014888055,-0.002594235,-0.040095165,-0.05065883,-0.005641261,-0.08786427,-0.051440645,-0.0196164,-0.0550258,-0.045504753
782,0,9,1,9,9,57,10,115,0,8,6,4,3,7,1,1,2,4,3,7,0.2863389,-0.007678681,0.13253076,0.0275587,-0.008516833,0.03152087,0.1486963,0.18231536,-0.15291639,0.0,0.20408359,0.16840193,-0.14454217,-0.17668647,0.25609666,0.034180604,-0.052305106,-0.060038336,0.1561375,-0.04319918,0.66460884
561,0,8,1,6,10,39,5,83,0,6,3,0,2,2,3,1,4,0,1,1,0.17831689,-0.007392049,0.130745,-0.041541148,-0.04739576,0.14318828,0.18854447,-0.07526801,-0.14372416,0.0,0.16685513,0.0070587737,0.002268539,-0.11953343,-0.012642464,-0.10180701,-0.018873127,0.050166406,-0.023325343,-0.036980134,-0.04865693
281,0,4,2,2,6,20,3,66,0,2,2,1,0,1,1,0,1,0,0,0,-0.32762015,-0.008670909,-0.072649345,0.004064658,-0.023001792,-0.07306249,-0.09032885,-0.08873532,-0.18911082,0.0,-0.20064732,-0.017042289,0.016647141,0.03100306,-0.010770115,0.015555733,-0.017177755,0.045913726,-0.0076640835,-0.0038895467,-0.042247757
345,0,7,2,3,8,24,3,95,0,1,2,0,1,1,2,0,2,0,0,0,-0.05447982,-0.008078018,0.126615,-0.050517246,0.02411498,0.10054884,-0.082292184,-0.047528867,-0.28178188,0.0,0.015497029,-0.022202067,-0.013145349,-0.037994713,-0.0461544,0.0037513187,-0.20165057,-0.018252615,-0.016832367,0.022030603,-0.036994677
314,0,6,3,2,6,23,4,103,0,2,2,0,0,0,1,1,2,0,0,0,0.08442535,-0.007970195,-0.07865348,0.12199078,-0.014206349,-0.048556764,-0.06984758,-0.010263181,-0.20830853,0.0,-0.2262534,-0.0109502785,-0.005330161,0.058195926,0.038814887,0.015320808,0.00041334212,-0.013061256,-0.009681945,0.006291877,-0.034303967
415,0,8,4,3,9,29,5,132,0,3,2,0,0,0,1,2,3,0,0,0,0.23868857,-0.0071234363,0.05845076,0.4225302,0.045354884,0.066597804,0.07082996,-0.05830897,-0.20250976,0.0,-0.06259176,-0.0038714213,0.0032564434,0.06433269,0.05895322,0.11453532,0.090883754,0.046703566,-0.01415558,0.019528773,-0.031459935
323,0,4,3,2,7,21,3,67,0,3,2,0,0,0,1,1,2,0,0,0,-0.1461332,-0.00785597,-0.15367538,0.15712877,-0.05227094,-0.118775584,-0.23645963,-0.14978132,-0.41202143,0.0,-0.09879666,-0.007647196,0.004741848,0.019230844,0.008027611,-0.02843379,-0.018676769,-0.04849634,-0.009931051,-0.007546312,-0.046861876
449,0,8,4,3,10,30,4,132,0,4,2,0,0,0,1,2,3,0,0,0,0.13553622,-0.0069797034,0.051653866,0.3035347,0.020056222,0.1445615,0.051300664,0.022009563,-0.22977972,0.0,0.15761137,-0.0069908137,0.008193748,0.060044456,0.051852275,0.09382723,0.09605741,0.036591787,-0.01291466,0.014205629,-0.029782506
371,0,7,3,3,8,26,5,108,0,3,2,1,0,1,1,1,2,0,0,0,-0.22582243,-0.007999522,0.07767722,0.07910299,0.013095176,0.026297467,-0.008561451,-0.18826663,-0.6331248,0.0,-0.100027,-0.06543469,0.0139894,0.04509265,-0.09233021,0.023013175,-0.023927998,-0.03670348,-0.022955194,0.014715629,-0.035309654
531,0,10,1,7,11,37,5,118,0,4,5,5,1,6,0,1,1,5,1,6,0.097949415,-0.008031296,0.12395763,0.039650224,0.028061489,-0.010410005,0.026339302,-0.126571,-0.2855207,0.0,0.08153411,0.28044176,0.055195276,-0.044054575,0.27110973,0.015827635,-0.0715556,0.059104856,0.25795817,-0.042185526,0.8386977
325,0,6,2,3,6,24,4,74,0,1,2,0,1,1,2,0,2,0,1,1,-0.13861473,-0.008037637,-0.04778005,0.0036403267,0.03341859,-0.027450567,-0.075239085,-0.09773516,0.048360355,0.0,-0.07365249,-0.0074061155,-0.0068732807,-0.015296892,-0.011224983,0.0349467,-0.10989249,-0.012165715,-0.0127279125,-0.021969808,-0.055651434
492,0,9,6,4,9,36,7,148,0,2,3,0,1,1,3,0,3,0,1,1,-0.05194202,-0.0079429345,0.051628023,0.16202517,-0.00976067,-0.005942647,0.09851241,-0.06336552,-0.3798218,0.0,-0.23740649,0.025928259,-0.0064604557,-0.02476848,-0.018959606,-0.024446612,-0.023360977,0.0072107166,-0.028934415,-0.005842693,-0.028904768
247,0,5,1,2,6,17,2,55,0,2,3,0,0,0,1,1,2,0,0,0,-0.23396927,-0.008265685,-0.026603071,-0.09314245,-0.0050748135,-0.04545834,-0.06261875,0.12130242,0.4836144,0.0,-0.19309221,-0.08070172,-0.0007886369,0.04159841,0.025040245,0.027643684,0.027756136,-0.010521088,-0.013836011,0.002713403,-0.032123722
476,0,6,1,4,7,34,10,59,0,5,2,0,0,0,2,2,4,0,0,0,-0.08298218,-0.006911323,-0.05549708,-0.0998841,0.0497593,0.020097584,0.19590922,0.066957235,0.21734625,0.0,0.21923804,-0.0432649,0.00774745,0.06360845,0.020751333,0.08872925,0.068535246,0.06608323,-0.020151356,-0.0043099797,-0.05521135
330,0,8,0,2,10,21,5,94,0,0,2,0,0,0,1,1,2,0,0,0,0.050845176,-0.0073555796,0.18331496,0.2278023,-0.060071487,0.14694925,-0.06544221,-0.12262939,0.0065776417,0.0,0.101148054,-0.0312726,-0.012684655,0.057068996,-0.0022191696,0.03748386,0.051349655,0.014650055,-0.010981504,0.0448384,-0.015372859
317,0,5,2,2,5,23,5,75,0,2,2,1,0,1,1,0,1,0,0,0,-0.07273774,-0.0084781535,-0.14628637,-0.034721743,-0.06457948,-0.06503676,-0.19539075,-0.16388799,-0.09646561,0.0,-0.24654931,-0.038285103,0.012183507,0.037195783,-0.041966185,-0.023348201,-0.017404875,-0.014090628,-0.014427174,-0.0022115998,-0.053926248
407,0,8,2,3,10,27,7,96,0,1,2,0,1,1,1,1,2,0,1,1,-0.09886463,-0.007893586,0.037214745,-0.040571366,-0.003222425,0.055256482,-0.06244467,-0.13865033,-0.4553927,0.0,0.056929696,-0.041223586,-0.007686342,-0.022376131,-0.017953688,0.039367635,0.042074133,-0.005632867,-0.027485419,-0.08170852,-0.05357457
565,0,7,3,5,8,41,11,79,0,8,2,0,0,0,4,1,5,0,0,0,0.06405496,-0.0062168846,0.13969782,0.25937954,-0.014995845,0.008032218,0.094787896,0.21810792,0.1392309,0.0,0.4336264,-0.0124280015,0.0024960693,0.07739627,0.01619611,-0.112023175,-0.022623302,-0.029324882,-0.015893769,0.01776767,-0.035776164
245,0,4,2,2,4,18,3,66,0,2,2,1,0,1,1,0,1,0,0,0,-0.38321778,-0.00865474,-0.04804028,-0.054025244,-0.02664214,-0.014919179,-0.08262446,-0.10179469,-0.178014,0.0,-0.22656561,-0.022225274,0.027928278,0.034058206,-0.012549079,0.008554166,-0.027995963,0.018263098,-0.010211592,-0.0030753585,-0.046476606
292,0,5,0,4,6,20,2,51,0,2,4,2,1,3,0,1,1,2,1,3,-0.0017522946,-0.0068603815,-0.030560866,-0.060157947,0.014995253,-0.007812926,0.0038813269,0.09993235,0.5666944,0.0,-0.13914153,0.115738995,0.056742035,-0.03535039,-0.0035803458,0.0470352,0.043521315,0.061323807,0.31004766,-0.03782406,0.11293245
